class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,LR-,ROC_AUC_micro,ROC_AUC_macro
PlantWildNonTree,207,0.4230769230769231,9.576923076923077,6.538461538461538,19371.46153846154,6.961538461538462,19388.0,0.11626072691335278,0.6628453884424034,0.38135760397195145,0.04322615558764004,0.4230769230769231,9.576923076923077,6.538461538461538,19371.46153846154,0.06135531135531135,0.9995058611414596,0.04230769230769231,0.999662583262542,0.9386446886446886,0.0004941388585403538,0.9576923076923076,0.00033741673745802135,0.02724358974358974,0.9991687959245211,0.14460784313725492,0.13028060437866174,0.16253869969040244,0.050527415066295794,0.06086117249677099,0.04197027557023432,138.0420227920228,0.9391117030601421,0.6300695241740017,
Quadruped,452,4.456140350877193,5.543859649122807,2.9298245614035086,19375.070175438595,6.9298245614035086,19388.0,1.814619724575534,0.820553062622958,0.6549967233874634,0.46159431475364177,4.456140350877193,5.543859649122807,2.9298245614035086,19375.070175438595,0.5764411027568922,0.9997139534232294,0.44561403508771935,0.9998488066590254,0.42355889724310775,0.00028604657677059936,0.5543859649122808,0.00015119334097448182,0.41093051685156945,0.9995629418088237,0.5829647648533097,0.5421052976307666,0.6319466655573638,0.5058393768636339,0.5761550561801217,0.4454628417467448,4815.831946469064,0.42374226184270375,0.811739600849719,
RectangleTable,471,2.694915254237288,7.305084745762712,4.3559322033898304,19373.64406779661,6.983050847457627,19388.0,1.3670245287932035,0.7190370446255702,0.600145679380631,0.29555336988171893,2.694915254237288,7.305084745762712,4.3559322033898304,19373.64406779661,0.37530266343825663,0.9996230801817488,0.26949152542372884,0.999775212498535,0.6246973365617433,0.0003769198182512057,0.7305084745762712,0.00022478750146505473,0.2209675917303036,0.9993985446178485,0.4203802733214497,0.3828175370728562,0.4663647755753018,0.31762495832343013,0.37492574362000547,0.2692667379222638,1718.4013605442178,0.6249705610607231,0.706470633619694,
Rocket,151,0.5789473684210527,9.421052631578947,6.368421052631579,19371.63157894737,6.947368421052632,19388.0,0.10088650647716571,0.7085282449613077,0.3626863970641323,0.06516032871369433,0.5789473684210527,9.421052631578947,6.368421052631579,19371.63157894737,0.08270676691729323,0.9995139040567204,0.05789473684210527,0.9996713581869836,0.9172932330827067,0.0004860959432796983,0.9421052631578947,0.0003286418130163886,0.03890977443609023,0.9991856058549511,0.21568627450980393,0.1950354609929078,0.24122807017543854,0.0687977583740614,0.08222067097401353,0.05756609502908888,204.12617854159205,0.9177458025144157,0.6986884761565584,
RoundTable,288,1.4722222222222223,8.527777777777779,5.527777777777778,19372.472222222223,7.0,19388.0,0.4097089795272208,0.724149187846107,0.49371490009608604,0.17984812826536756,1.4722222222222223,8.527777777777779,5.527777777777778,19372.472222222223,0.21031746031746032,0.9995599928910903,0.14722222222222223,0.999714739509868,0.7896825396825397,0.0004400071089096423,0.8527777777777777,0.00028526049013199387,0.10432692307692308,0.9992750383971758,0.25980392156862747,0.2349290780141844,0.2905701754385964,0.1756096674745823,0.20987745320855067,0.14693696173209025,578.9518298059965,0.790044706520439,0.7047471463374877,
Shelf,344,1.744186046511628,8.255813953488373,5.255813953488372,19372.74418604651,7.0,19388.0,0.39159543347489656,0.6086922043663316,0.48564708955875663,0.2129905110264681,1.744186046511628,8.255813953488373,5.255813953488372,19372.74418604651,0.24916943521594684,0.9995740253880868,0.1744186046511628,0.999728774179302,0.7508305647840531,0.00042597461191313,0.8255813953488372,0.00027122582069813043,0.12258710281966095,0.9993030932583569,0.25951557093425603,0.23466833541927407,0.2902476780185758,0.20812981926050728,0.24874346060403374,0.17414737883046466,673.7817987660179,0.751162923630256,0.5914079134297477,
Ship,491,1.4838709677419355,8.516129032258064,5.435483870967742,19372.564516129034,6.919354838709677,19388.0,0.637578341141606,0.6523758206069153,0.5172901973821806,0.18026237298386766,1.4838709677419355,8.516129032258064,5.435483870967742,19372.564516129034,0.2139016897081413,0.9995605958627104,0.14838709677419357,0.9997195023288797,0.7860983102918586,0.0004394041372895783,0.8516129032258064,0.0002804976711202261,0.11058927631508277,0.9992803995820494,0.29352146263910966,0.264832362427182,0.32926114969458614,0.1777775282497521,0.21346228557085176,0.14810659910307333,659.4850687586863,0.7864645158136312,0.6386889298068739,
Sign,72,0.4444444444444444,9.555555555555555,6.555555555555555,19371.444444444445,7.0,19388.0,0.053010923963633876,0.49125154384520386,0.29359781323400935,0.08240198037528823,0.4444444444444444,9.555555555555555,6.555555555555555,19371.444444444445,0.06349206349206349,0.9995069627183553,0.044444444444444446,0.9996617011272808,0.9365079365079365,0.0004930372816446807,0.9555555555555555,0.00033829887271934954,0.0287037037037037,0.9991690163445889,0.1568627450980392,0.14184397163120568,0.17543859649122803,0.05271284682991098,0.06299902621041881,0.044106145571725125,145.27204585537916,0.9369733600263892,0.4785145032503342,
Skyscraper,159,1.0,9.0,5.95,19372.05,6.95,19388.0,0.15145154273692582,0.5674317617866005,0.39690115757532474,0.13963054487367893,1.0,9.0,5.95,19372.05,0.14285714285714285,0.9995356290076431,0.1,0.9996929507689132,0.8571428571428571,0.00046437099235687736,0.9,0.00030704923108679943,0.06601190476190476,0.9992289044769962,0.16806722689075632,0.1519756838905775,0.18796992481203004,0.11914516247058193,0.142392771864786,0.09969295076891324,341.6945011337868,0.8575469780234523,0.521148186844282,
Spoon,152,0.9473684210526315,9.052631578947368,6.052631578947368,19371.947368421053,7.0,19388.0,0.15683791712210904,0.7408309943937976,0.40394451094258,0.11412922185915667,0.9473684210526315,9.052631578947368,6.052631578947368,19371.947368421053,0.13533834586466165,0.9995329120489681,0.09473684210526316,0.9996876544752324,0.8646616541353382,0.0004670879510318027,0.9052631578947368,0.0003123455247676421,0.06422305764411027,0.9992208962679031,0.23529411764705882,0.21276595744680848,0.26315789473684204,0.11285012464181272,0.13487125791362986,0.09442449658049551,339.4392827306361,0.8650746290793715,0.7236180789433605,
Starship,245,0.5806451612903226,9.419354838709678,6.32258064516129,19371.677419354837,6.903225806451613,19388.0,0.16095637675777782,0.6732321946294634,0.4047565630708004,0.07526308956022729,0.5806451612903226,9.419354838709678,6.32258064516129,19371.677419354837,0.08371735791090629,0.9995139927468598,0.05806451612903226,0.9996737237772133,0.9162826420890937,0.00048600725314014084,0.9419354838709677,0.00032627622278673184,0.037500000000000006,0.9991880577943125,0.15178571428571427,0.1369433064622704,0.1702786377708978,0.06931113665270228,0.08323135065776614,0.057738239906245555,190.20498378562897,0.9167318969012234,0.648947362884384,
SubmachineGun,160,1.35,8.65,5.65,19372.35,7.0,19388.0,0.21294252565191255,0.7941426146010186,0.43764677555338805,0.14515937994688816,1.35,8.65,5.65,19372.35,0.19285714285714284,0.9995536866002785,0.135,0.9997084322427495,0.8071428571428572,0.0004463133997213766,0.865,0.00029156775725049024,0.09202152014652014,0.9992624303693006,0.21176470588235294,0.19148936170212766,0.23684210526315785,0.16099491042494568,0.1924108294574215,0.1347084322427495,491.66652494331066,0.8075123149673166,0.7942092203212747,
Sword,383,3.7916666666666665,6.208333333333333,3.1875,19374.8125,6.979166666666667,19388.0,1.449845677709081,0.8288087183595954,0.6449410920223811,0.4163386085182497,3.7916666666666665,6.208333333333333,3.1875,19374.8125,0.5416666666666666,0.9996796696463274,0.37916666666666665,0.9998355093404893,0.4583333333333333,0.00032033035367259687,0.6208333333333333,0.0001644906595107854,0.3347871746309246,0.9995153789285469,0.5352941176470588,0.4840425531914893,0.5986842105263157,0.4529585652561536,0.5413463363129941,0.37900217600715586,2581.249255952381,0.4585272146323513,0.8217686587510016,
Tool,344,4.209302325581396,5.790697674418604,3.5813953488372094,19374.418604651164,7.0,19388.0,0.9467953963760293,0.6913022469754032,0.5679764677062983,0.45689622864280927,4.209302325581396,5.790697674418604,3.5813953488372094,19374.418604651164,0.4883720930232558,0.9997012169405589,0.42093023255813955,0.9998151824053649,0.5116279069767442,0.00029878305944106454,0.5790697674418605,0.00018481759463500927,0.39690319370551924,0.9995166034132836,0.6043064155486756,0.5798844803878999,0.6334160809632777,0.4519303004805207,0.4880733099638148,0.4207454149635045,4215.288847946586,0.5118669780846952,0.6532053743916839,
Train,237,0.7333333333333333,9.266666666666667,6.166666666666667,19371.833333333332,6.9,19388.0,0.13721530539877966,0.618232806354298,0.3926874625719281,0.08855794595361123,0.7333333333333333,9.266666666666667,6.166666666666667,19371.833333333332,0.10634920634920635,0.9995218709812692,0.07333333333333333,0.9996817697044759,0.8936507936507937,0.00047812901873079116,0.9266666666666666,0.0003182302955241339,0.04876984126984127,0.9992039749673337,0.17352941176470588,0.15633672525439407,0.19504643962848295,0.08789851842446653,0.10587107733047556,0.07301510303780923,254.71577853363567,0.8940842534667307,0.5967874008732068,
Tree,368,3.4130434782608696,6.586956521739131,3.5869565217391304,19374.41304347826,7.0,19388.0,0.9081985162078409,0.7432506503158677,0.5796426195620318,0.3703655541581526,3.4130434782608696,6.586956521739131,3.5869565217391304,19374.41304347826,0.48757763975155277,0.9996601332995335,0.34130434782608693,0.9998148954215225,0.5124223602484471,0.0003398667004663913,0.658695652173913,0.0001851045784776102,0.28757673485934354,0.9994752469030598,0.5130718954248366,0.46394799054373526,0.573830409356725,0.40768392220547156,0.4872377730510864,0.34111924324760934,2032.5878684807258,0.5126358928553116,0.7229707616018948,
Truck,214,1.2962962962962963,8.703703703703704,5.62962962962963,19372.37037037037,6.925925925925926,19388.0,0.24263274645732413,0.6758476403851766,0.44322482750140363,0.16760098212001714,1.2962962962962963,8.703703703703704,5.62962962962963,19372.37037037037,0.18783068783068782,0.9995509173304562,0.12962962962962962,0.999709483453936,0.8121693121693121,0.0004490826695437375,0.8703703703703703,0.00029051654606407416,0.08927723511056845,0.9992607110927721,0.21787925696594426,0.19633380398266712,0.244826462440932,0.15563980913866646,0.18738160516114408,0.12933911308356555,482.20817586293776,0.8125441781242764,0.6564015558285647,
TruckNonContainer,155,1.4,8.6,5.35,19372.65,6.75,19388.0,0.21208095403246535,0.8592094379870272,0.43115951027619825,0.11259638815151929,1.4,8.6,5.35,19372.65,0.20714285714285713,0.9995562723031515,0.13999999999999999,0.9997239137165858,0.7928571428571429,0.0004437276968485641,0.86,0.000276086283414181,0.09693223443223443,0.9992804827728492,0.22254901960784312,0.19950662966389146,0.25180598555211553,0.16985491929623472,0.2066991294460086,0.13972391371658582,527.5632842025699,0.7932183605079745,0.8523715772060424,
Vase,152,0.5263157894736842,9.473684210526315,6.473684210526316,19371.526315789473,7.0,19388.0,0.0944840756690664,0.6652886867851728,0.35735901648482143,0.05925981537362155,0.5263157894736842,9.473684210526315,6.473684210526316,19371.526315789473,0.07518796992481203,0.9995111870279899,0.05263157894736842,0.9996659260909007,0.9248120300751879,0.0004888129720100261,0.9473684210526315,0.00033407390909930413,0.0337719298245614,0.9991774619135005,0.14705882352941177,0.13297872340425532,0.16447368421052627,0.06250263624115081,0.07469915695280199,0.05229750503826915,170.00877192982455,0.9252677050438985,0.6600264068277567,
Violin,156,0.95,9.05,5.85,19372.15,6.8,19388.0,0.16722354116049926,0.7988920813199252,0.4163273815494494,0.09867035589436332,0.95,9.05,5.85,19372.15,0.1392857142857143,0.999533052755244,0.095,0.9996981112601919,0.8607142857142858,0.0004669472447558935,0.905,0.0003018887398080297,0.062172619047619046,0.9992314833917888,0.15049019607843137,0.13521430773974713,0.16976264189886478,0.11460782142420176,0.13881876704095839,0.09469811126019201,320.822052154195,0.8611204312943554,0.7597072395629272,
Wheel,136,0.5882352941176471,9.411764705882353,6.411764705882353,19371.58823529412,7.0,19388.0,0.12390960739850211,0.7116240858177223,0.3777928774037235,0.0844477601689029,0.5882352941176471,9.411764705882353,6.411764705882353,19371.58823529412,0.08403361344537814,0.9995143818840162,0.058823529411764705,0.9996691214415376,0.9159663865546218,0.0004856181159838168,0.9411764705882353,0.000330878558462295,0.04173400129282483,0.9991838493185599,0.23529411764705882,0.2127659574468085,0.26315789473684204,0.06990667865301285,0.08354799532939433,0.05849265085330244,232.66506602641056,0.9164210138197479,0.6936081561424046,
WheelChair,157,4.15,5.85,2.85,19375.15,6.85,19388.0,0.8022542143127976,0.8841985546994036,0.6469076829788223,0.4555907108194668,4.15,5.85,2.85,19375.15,0.5857142857142856,0.9996981595870057,0.4149999999999999,0.9998529259985551,0.41428571428571426,0.00030184041299422546,0.585,0.00014707400144493756,0.3694005994005994,0.9995512688260779,0.5103878116343491,0.4633991480617759,0.5688411700944379,0.4923277965936973,0.5854124453012914,0.41485292599855506,3433.3379535147387,0.4144545804814654,0.8413167689695703,
__overall_by_query__,19389,,,,,,,1.2404647107957727,0.7301298475459727,0.549019371527081,0.30044756682060136,2.6890894175553735,7.3109105824446265,4.434782608695652,19373.565217391304,0.36201609437868665,0.9996227801328355,0.2689089417555373,0.999771143430246,0.6379839056213132,0.000377219867164434,0.7310910582444627,0.00022885656975413622,0.22907809137813243,0.9993941771615875,0.40648766404228853,0.3740256668223806,0.44641568039576784,0.3111283940061789,0.36163887451152227,0.26868008518578324,1958.2512912704935,0.6382718023766158,0.7299180757699626,0.7226948571148828
__macro_by_class__,69,2.1796520787948332,7.820347921205164,4.875071129528105,19373.124928870475,6.949466880276011,19388.0,0.6993270681297155,0.722694857114883,0.5038735899010718,0.24831275488256838,2.1796520787948332,7.820347921205164,4.875071129528105,19373.124928870475,0.298597025463949,0.9995964949560076,0.21796520787948334,0.9997484223795269,0.7014029745360509,0.00040350504399243976,0.7820347921205164,0.0002515776204731192,0.18020263347120885,0.9993451919202219,0.32660077801300696,0.2984221079108975,0.3614357737568091,0.2544002588664206,0.2981935204199566,0.2177136302590102,1531.8234182492713,0.7017252529865459,,0.7226948571148828
