class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,ROC_AUC_micro,ROC_AUC_macro
Skyscraper,20,0.85,9.15,6.1,0.0,6.95,2437.0,0.14212296345335979,0.5441687344913151,0.3892974207102783,0.13520557623043955,0.85,9.15,6.1,0.0,0.12142857142857141,0.0,0.085,0.0,0.8785714285714287,1.0,0.915,1.0,0.05520833333333334,0.05520833333333334,0.16666666666666666,0.15070921985815602,0.1864035087719298,-0.8963907594834015,-0.8785714285714287,-0.915,0.12142857142857141,0.5085772278089766,
Spoon,19,0.9473684210526315,9.052631578947368,6.052631578947368,0.0,7.0,2437.0,0.16236215114041538,0.8015467219792626,0.41120584801702803,0.10887531052499395,0.9473684210526315,9.052631578947368,6.052631578947368,0.0,0.13533834586466165,0.0,0.09473684210526316,0.0,0.8646616541353382,1.0,0.9052631578947368,1.0,0.06325187969924811,0.06325187969924811,0.21176470588235294,0.19148936170212766,0.23684210526315783,-0.8843662844792339,-0.8646616541353385,-0.9052631578947368,0.13533834586466165,0.7969133759603712,
Starship,31,0.5483870967741935,9.451612903225806,6.354838709677419,0.0,6.903225806451613,2437.0,0.15367898753664297,0.6782918101773054,0.4019455869208574,0.05990094168656238,0.5483870967741935,9.451612903225806,6.354838709677419,0.0,0.07910906298003072,0.0,0.05483870967741936,0.0,0.9208909370199693,1.0,0.9451612903225807,1.0,0.035483870967741936,0.035483870967741936,0.15441176470588236,0.13929410090372163,0.17325553703262678,-0.932781345583474,-0.9208909370199693,-0.9451612903225807,0.07910906298003072,0.6552664567632185,
SubmachineGun,20,1.35,8.65,5.65,0.0,7.0,2437.0,0.2502400088679021,0.8504712463540987,0.4530755405428953,0.14128501192408643,1.35,8.65,5.65,0.0,0.19285714285714284,0.0,0.135,0.0,0.8071428571428572,1.0,0.865,1.0,0.0929441391941392,0.0929441391941392,0.226890756302521,0.20516717325227965,0.2537593984962406,-0.8349017663467018,-0.8071428571428572,-0.865,0.19285714285714284,0.853321144051195,
Sword,48,4.0625,5.9375,2.9791666666666665,0.0,6.979166666666667,2437.0,1.490649052399972,0.8587107555120329,0.6558051546185448,0.441045130099778,4.0625,5.9375,2.9791666666666665,0.0,0.5714285714285714,0.0,0.40625,0.0,0.42857142857142855,1.0,0.59375,1.0,0.3579240204240204,0.3579240204240204,0.5842131724484665,0.5305510092744136,0.6501831501831502,-0.6010763938115754,-0.4285714285714286,-0.6789473684210526,0.5714285714285714,0.8417300494821806,
Tool,43,3.9767441860465116,6.023255813953488,3.697674418604651,0.0,7.0,2437.0,0.8770158784929702,0.7301118748222696,0.5639306187487816,0.4316044504278904,3.9767441860465116,6.023255813953488,3.697674418604651,0.0,0.4717607973421927,0.0,0.3976744186046512,0.0,0.5282392026578073,1.0,0.6023255813953488,1.0,0.3693273780483083,0.3693273780483083,0.5767543859649122,0.5499687907077725,0.6087722703497875,-0.7900513478216827,-0.6138996138996139,-0.83,0.38610038610038605,0.7056127635484981,
Train,30,0.6333333333333333,9.366666666666667,6.266666666666667,0.0,6.9,2437.0,0.1557034490896161,0.661673731240692,0.4039995344967567,0.08969902179327902,0.6333333333333333,9.366666666666667,6.266666666666667,0.0,0.09126984126984126,0.0,0.06333333333333334,0.0,0.9087301587301587,1.0,0.9366666666666668,1.0,0.041923076923076924,0.041923076923076924,0.14950980392156862,0.1349059512796793,0.16769865841073267,-0.922292256349472,-0.9087301587301587,-0.9366666666666668,0.09126984126984126,0.6468038212344548,
Tree,46,3.0869565217391304,6.913043478260869,3.9565217391304346,0.0,7.0,2437.0,0.8151132399044504,0.7223472363595237,0.5608218989321943,0.3326469186295856,3.0869565217391304,6.913043478260869,3.9565217391304346,0.0,0.43478260869565216,0.0,0.30869565217391304,0.0,0.5652173913043478,1.0,0.691304347826087,1.0,0.26703658660180396,0.26703658660180396,0.5030699148346206,0.4566946056307758,0.5601124022176653,-0.6953636114449419,-0.5652173913043478,-0.755,0.43478260869565216,0.7158070133659844,
Truck,27,1.2962962962962963,8.703703703703704,5.62962962962963,0.0,6.925925925925926,2437.0,0.23217407905168588,0.6886616540287216,0.4422033058720416,0.17132282740604332,1.2962962962962963,8.703703703703704,5.62962962962963,0.0,0.18518518518518517,0.0,0.12962962962962962,0.0,0.8148148148148148,1.0,0.8703703703703703,1.0,0.09084927418260752,0.09084927418260752,0.2287581699346405,0.20685579196217493,0.2558479532163742,-0.8411860107871798,-0.8148148148148148,-0.8703703703703703,0.18518518518518517,0.6703152214619716,
TruckNonContainer,20,0.7,9.3,6.05,0.0,6.75,2437.0,0.1878253600829624,0.8641232423490489,0.42078946789751637,0.06278481578672049,0.7,9.3,6.05,0.0,0.10595238095238095,0.0,0.07,0.0,0.894047619047619,1.0,0.93,1.0,0.045267857142857144,0.045267857142857144,0.12952488687782807,0.11545577456770796,0.14765420338175755,-0.9116581772788328,-0.8940476190476192,-0.93,0.10595238095238095,0.8591691698228201,
Vase,19,0.42105263157894735,9.578947368421053,6.578947368421052,0.0,7.0,2437.0,0.1185247662720913,0.6644582725934306,0.37647460831880175,0.07036838369621222,0.42105263157894735,9.578947368421053,6.578947368421052,0.0,0.06015037593984962,0.0,0.042105263157894736,0.0,0.9398496240601504,1.0,0.9578947368421052,1.0,0.02675438596491228,0.02675438596491228,0.13445378151260504,0.12158054711246201,0.15037593984962402,-0.9487257547337123,-0.9398496240601504,-0.9578947368421052,0.06015037593984962,0.6392074592608454,
Violin,20,1.55,8.45,5.25,0.0,6.8,2437.0,0.277133793108701,0.8436931348221671,0.47071452083300863,0.18866224233827572,1.55,8.45,5.25,0.0,0.22380952380952382,0.0,0.155,0.0,0.7761904761904762,1.0,0.845,1.0,0.11362637362637362,0.11362637362637362,0.2816742081447964,0.2540382836405038,0.3161467015956179,-0.8083631388500873,-0.7761904761904762,-0.845,0.22380952380952382,0.8155451438770623,
Wheel,17,1.1176470588235294,8.882352941176471,5.882352941176471,0.0,7.0,2437.0,0.16864393152062174,0.7312668561848532,0.41327676200902796,0.1553671271878787,1.1176470588235294,8.882352941176471,5.882352941176471,0.0,0.15966386554621848,0.0,0.11176470588235295,0.0,0.8403361344537814,1.0,0.888235294117647,1.0,0.0762928248222366,0.0762928248222366,0.20320855614973263,0.183752417794971,0.22727272727272724,-0.863364430402837,-0.8403361344537815,-0.888235294117647,0.15966386554621848,0.7051503996889958,
WheelChair,20,3.0,7.0,3.85,0.0,6.85,2437.0,0.6127316392307356,0.9295666274868312,0.5954440121403897,0.3315670853153265,3.0,7.0,3.85,0.0,0.4404761904761905,0.0,0.3,0.0,0.5595238095238095,1.0,0.7,1.0,0.23959415584415583,0.23959415584415583,0.3753869969040247,0.3371634451531233,0.42365976861658794,-0.6211128449135133,-0.5595238095238095,-0.7,0.4404761904761905,0.9153403204039877,
__overall_by_query__,2438,,,,,,,1.3121010081985816,0.7476109697179747,0.5538672336268624,0.30217661754624503,2.682526661197703,7.317473338802297,4.431091058244463,0.0,0.36241650064455644,0.0,0.2682526661197703,0.0,0.6375834993554436,1.0,0.7317473338802297,1.0,0.22763651101427967,0.22763651101427967,0.40448113996081553,0.37177380677487426,0.4446821040271434,-0.7649776209679193,-0.65147886480661,-0.8103416003743565,0.34852113519339,0.7634731472833203,0.7375504738067977
__macro_by_class__,69,2.165900256235247,7.834099743764755,4.875007862816262,0.0,6.949466880276011,2437.0,0.7151872715809803,0.7375504738067976,0.5083641225887786,0.2504152857866023,2.165900256235247,7.834099743764755,4.875007862816262,0.0,0.2983968995278869,0.0,0.21659002562352464,0.0,0.7016031004721132,1.0,0.7834099743764755,1.0,0.17731280779510813,0.17731280779510813,0.32279481329486104,0.2945272825991022,0.3577414141795103,-0.7781818413086761,-0.7058536718179668,-0.8210831396628997,0.2941463281820334,,0.7375504738067977
