query,id,class,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,NDCG,NDCG_top10,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,LR-
m64_06_fill_holes_and_orientation.obj,m64,AquaticAnimal,3,7,4,0,7,2437,0.5540570383603116,0.8910096818810511,0.5483785773593577,0.24936270394794907,3,7,4,0,0.42857142857142855,0.0,0.3,0.0,0.5714285714285714,1.0,0.7,1.0,0.21428571428571427,0.21428571428571427,0.3529411764705882,0.3191489361702127,0.3947368421052631,-0.6324555320336759,-0.5714285714285714,-0.7,0.42857142857142855,
m65_06_fill_holes_and_orientation.obj,m65,AquaticAnimal,0,10,7,0,7,2437,0.06947186847003009,0.6864761026586752,0.3483160072704241,0.0,0,10,7,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,-1.0,-1.0,-1.0,0.0,
m66_06_fill_holes_and_orientation.obj,m66,AquaticAnimal,0,10,7,0,7,2437,0.13162184214773695,0.7748732134624251,0.3953479954987788,0.0,0,10,7,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,-1.0,-1.0,-1.0,0.0,
m67_06_fill_holes_and_orientation.obj,m67,AquaticAnimal,1,9,6,0,7,2437,0.3488301034899327,0.8518979560473336,0.5189384883380701,0.2200917662980802,1,9,6,0,0.14285714285714285,0.0,0.1,0.0,0.8571428571428571,1.0,0.9,1.0,0.0625,0.0625,0.11764705882352941,0.10638297872340426,0.13157894736842102,-0.8783100656536799,-0.8571428571428572,-0.9,0.14285714285714285,
m68_06_fill_holes_and_orientation.obj,m68,AquaticAnimal,1,9,6,0,7,2437,0.32429903261233306,0.8383740587060089,0.4825398102842945,0.09478836436955079,1,9,6,0,0.14285714285714285,0.0,0.1,0.0,0.8571428571428571,1.0,0.9,1.0,0.0625,0.0625,0.11764705882352941,0.10638297872340426,0.13157894736842102,-0.8783100656536799,-0.8571428571428572,-0.9,0.14285714285714285,
m69_06_fill_holes_and_orientation.obj,m69,AquaticAnimal,1,9,6,0,7,2437,0.24463839534031478,0.8699093284155525,0.44525756923090937,0.06625422345438904,1,9,6,0,0.14285714285714285,0.0,0.1,0.0,0.8571428571428571,1.0,0.9,1.0,0.0625,0.0625,0.11764705882352941,0.10638297872340426,0.13157894736842102,-0.8783100656536799,-0.8571428571428572,-0.9,0.14285714285714285,
m70_06_fill_holes_and_orientation.obj,m70,AquaticAnimal,2,8,5,0,7,2437,0.3388098208220543,0.855232826187183,0.5024973952919732,0.22400556151517556,2,8,5,0,0.2857142857142857,0.0,0.2,0.0,0.7142857142857143,1.0,0.8,1.0,0.13333333333333333,0.13333333333333333,0.23529411764705882,0.2127659574468085,0.26315789473684204,-0.7559289460184545,-0.7142857142857143,-0.8,0.2857142857142857,
m71_06_fill_holes_and_orientation.obj,m71,AquaticAnimal,1,9,6,0,7,2437,0.45135095930812097,0.8843245735361918,0.5548388728865487,0.2200917662980802,1,9,6,0,0.14285714285714285,0.0,0.1,0.0,0.8571428571428571,1.0,0.9,1.0,0.0625,0.0625,0.11764705882352941,0.10638297872340426,0.13157894736842102,-0.8783100656536799,-0.8571428571428572,-0.9,0.14285714285714285,
m72_06_fill_holes_and_orientation.obj,m72,AquaticAnimal,2,8,5,0,7,2437,0.3284443437995816,0.8694943906562164,0.4969922720373897,0.2122263659729146,2,8,5,0,0.2857142857142857,0.0,0.2,0.0,0.7142857142857143,1.0,0.8,1.0,0.13333333333333333,0.13333333333333333,0.23529411764705882,0.2127659574468085,0.26315789473684204,-0.7559289460184545,-0.7142857142857143,-0.8,0.2857142857142857,
m73_06_fill_holes_and_orientation.obj,m73,AquaticAnimal,0,10,7,0,7,2437,0.10820122199161078,0.7942984478254189,0.3730766225931278,0.0,0,10,7,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,-1.0,-1.0,-1.0,0.0,
