approach,class,ACC,PPV,TPR,TNR,F1,AP,ROC_AUC,MCC,NDCG,NDCG_top10
matrix_minmax_optimized,Guitar,0.999259851454508,0.13,0.1857142857142857,0.9995511080850902,0.2549019607843137,0.2544256759516795,0.862095685864786,0.1550177479560535,0.446491678982804,0.1078480342707954
matrix_minmax_optimized,Gun,0.9992805717009456,0.1517241379310345,0.217159277504105,0.9995623161542396,0.235461229946524,0.5898871833828901,0.6875130269893801,0.1811585268393981,0.5203217203650476,0.1701660459000379
matrix_minmax_optimized,Hand,0.9995553114492666,0.4162162162162162,0.5952380952380952,0.999698787174743,0.4894232467761879,0.9755759790281208,0.8128232355637603,0.4972885425307884,0.6354477590503674,0.510211943736377
matrix_minmax_optimized,Hat,0.9992538339866583,0.1266666666666666,0.1809523809523809,0.9995493868565434,0.2235294117647059,0.1578954059091014,0.7845724505237506,0.151030303345648,0.4035992600468618,0.1247492440008372
matrix_minmax_optimized,Helicopter,0.9994730923109908,0.3450980392156863,0.4729225023342671,0.9996620915105732,0.4406539312902888,1.260059424041396,0.8238872323122797,0.4029247354889317,0.6171867526352209,0.3838454431652856
matrix_minmax_optimized,House,0.99928126765996,0.1521739130434782,0.2184265010351966,0.9995625482742556,0.25,0.3759802592893776,0.5560802514016124,0.1819477732849385,0.46743317610682,0.1581431757678471
matrix_minmax_optimized,HumanHead,0.9997663806599596,0.6588235294117647,0.8389355742296919,0.9998239615013552,0.7503345373237015,3.1338192342356934,0.9106258573810756,0.7420965573277521,0.790321675126751,0.6897614484949304
matrix_minmax_optimized,Humanoid,0.9996669204415684,0.573943661971831,0.6830985915492958,0.9997801675814766,0.68789035625215,5.387528625278225,0.7759542682491768,0.6241034440929932,0.7407058562927686,0.5960923659426491
matrix_minmax_optimized,Insect,0.9993318626906412,0.2015384615384615,0.2879120879120879,0.999588018809812,0.2802139037433155,0.7542448179124165,0.6687038072546921,0.2405589582669337,0.5455700141318468,0.2297280412045439
matrix_minmax_optimized,Jet,0.9995739184255612,0.4521739130434782,0.6014492753623188,0.9997173378140024,0.5423024707405395,4.259415288862527,0.7775396584475138,0.5205542150868562,0.7112643751701144,0.47732625036206
matrix_minmax_optimized,Knife,0.9992392201361668,0.1125,0.1607142857142857,0.9995420772921934,0.226890756302521,0.2559288785444432,0.8156541551096863,0.1340904713108419,0.4468056783377587,0.1175075014254458
matrix_minmax_optimized,MilitaryVehicle,0.9994842170414688,0.345,0.5023809523809524,0.9996620417396708,0.4542483660130718,0.6261529848254351,0.8924339384441252,0.4159371933543242,0.6048691912256068,0.3951752376468732
matrix_minmax_optimized,Monitor,0.9991799050959356,0.055,0.0785714285714285,0.99951240906042,0.1617647058823529,0.090037661688076,0.4822254146532584,0.065334682463688,0.3485183970721227,0.0712601307117037
matrix_minmax_optimized,Monoplane,0.999244377965752,0.115,0.1678571428571428,0.9995433681470508,0.1818627450980392,0.1452788725188172,0.7594662835749423,0.1385180730784568,0.4000067470908472,0.1073956130864929
matrix_minmax_optimized,Motorcycle,0.9993989144752504,0.2653846153846154,0.3818681318681319,0.9996209617689804,0.3539002557544756,0.6515313320834142,0.8818178339073862,0.3180090086070535,0.5937000630104304,0.3461726218228651
matrix_minmax_optimized,Mug,0.9994306549650062,0.2961538461538461,0.4276556776556776,0.9996368375410718,0.5053104575163399,0.6449873135298003,0.8762584513330782,0.3555381310870957,0.5655733817554341,0.3168665984406175
matrix_minmax_optimized,MultiSeat,0.999370744790592,0.2377777777777777,0.3444444444444444,0.9996067174237504,0.3615546218487395,0.7309699206908609,0.7240482552225135,0.285808645359746,0.5445104055854932,0.2727734112956163
matrix_minmax_optimized,Musical_Instrument,0.9992361499995088,0.1047619047619047,0.1530612244897959,0.9995380868280482,0.2175245098039215,0.1573489524368946,0.5905500719112634,0.126208880377696,0.3902698634019484,0.1067455826566485
matrix_minmax_optimized,NonWheelChair,0.9995306375077369,0.4033333333333333,0.5507936507936507,0.99969213799352,0.5164720534087579,1.808056773972456,0.8235038227062574,0.4706715632676004,0.6563372860312957,0.4336803437531519
matrix_minmax_optimized,PianoBoard,0.9993062719207758,0.175,0.2547619047619047,0.9995743261688396,0.2439446366782006,0.263115912392639,0.6244786905228332,0.210742116671113,0.4495924416479407,0.2285198212034625
matrix_minmax_optimized,PlantIndoors,0.99941007324118,0.271875,0.3947172619047618,0.9996243125116404,0.3677783613445378,0.983852889995652,0.6798915332771693,0.3272115969519765,0.575128216319308,0.3215323469532635
matrix_minmax_optimized,PlantWildNonTree,0.9991687959245212,0.0423076923076923,0.0613553113553113,0.9995058611414596,0.1446078431372549,0.1162607269133527,0.6628453884424034,0.0505274150662957,0.3813576039719514,0.04322615558764
matrix_minmax_optimized,Quadruped,0.9995629418088235,0.4456140350877193,0.5764411027568922,0.9997139534232294,0.5829647648533097,1.814619724575534,0.820553062622958,0.5058393768636339,0.6549967233874634,0.4615943147536417
matrix_minmax_optimized,RectangleTable,0.9993985446178484,0.2694915254237288,0.3753026634382566,0.9996230801817488,0.4203802733214497,1.3670245287932037,0.7190370446255702,0.3176249583234301,0.600145679380631,0.2955533698817189
matrix_minmax_optimized,Rocket,0.9991856058549512,0.0578947368421052,0.0827067669172932,0.9995139040567204,0.2156862745098039,0.1008865064771657,0.7085282449613077,0.0687977583740614,0.3626863970641323,0.0651603287136943
matrix_minmax_optimized,RoundTable,0.9992750383971758,0.1472222222222222,0.2103174603174603,0.9995599928910904,0.2598039215686274,0.4097089795272208,0.724149187846107,0.1756096674745823,0.493714900096086,0.1798481282653675
matrix_minmax_optimized,Shelf,0.9993030932583568,0.1744186046511628,0.2491694352159468,0.9995740253880868,0.259515570934256,0.3915954334748965,0.6086922043663316,0.2081298192605072,0.4856470895587566,0.2129905110264681
matrix_minmax_optimized,Ship,0.9992803995820494,0.1483870967741935,0.2139016897081413,0.9995605958627104,0.2935214626391096,0.637578341141606,0.6523758206069153,0.1777775282497521,0.5172901973821806,0.1802623729838676
matrix_minmax_optimized,Sign,0.9991690163445888,0.0444444444444444,0.0634920634920634,0.9995069627183552,0.1568627450980392,0.0530109239636338,0.4912515438452038,0.0527128468299109,0.2935978132340093,0.0824019803752882
matrix_minmax_optimized,Skyscraper,0.9992289044769962,0.1,0.1428571428571428,0.9995356290076431,0.1680672268907563,0.1514515427369258,0.5674317617866005,0.1191451624705819,0.3969011575753247,0.1396305448736789
matrix_minmax_optimized,Spoon,0.9992208962679032,0.0947368421052631,0.1353383458646616,0.999532912048968,0.2352941176470588,0.156837917122109,0.7408309943937976,0.1128501246418127,0.40394451094258,0.1141292218591566
matrix_minmax_optimized,Starship,0.9991880577943124,0.0580645161290322,0.0837173579109062,0.9995139927468598,0.1517857142857142,0.1609563767577778,0.6732321946294634,0.0693111366527022,0.4047565630708004,0.0752630895602272
matrix_minmax_optimized,SubmachineGun,0.9992624303693006,0.135,0.1928571428571428,0.9995536866002784,0.2117647058823529,0.2129425256519125,0.7941426146010186,0.1609949104249456,0.437646775553388,0.1451593799468881
matrix_minmax_optimized,Sword,0.9995153789285468,0.3791666666666666,0.5416666666666666,0.9996796696463274,0.5352941176470588,1.449845677709081,0.8288087183595954,0.4529585652561536,0.6449410920223811,0.4163386085182497
matrix_minmax_optimized,Tool,0.9995166034132836,0.4209302325581395,0.4883720930232558,0.9997012169405588,0.6043064155486756,0.9467953963760292,0.6913022469754032,0.4519303004805207,0.5679764677062983,0.4568962286428092
matrix_minmax_optimized,Train,0.9992039749673336,0.0733333333333333,0.1063492063492063,0.9995218709812692,0.1735294117647058,0.1372153053987796,0.618232806354298,0.0878985184244665,0.3926874625719281,0.0885579459536112
matrix_minmax_optimized,Tree,0.9994752469030598,0.3413043478260869,0.4875776397515527,0.9996601332995336,0.5130718954248366,0.9081985162078408,0.7432506503158677,0.4076839222054715,0.5796426195620318,0.3703655541581526
matrix_minmax_optimized,Truck,0.999260711092772,0.1296296296296296,0.1878306878306878,0.9995509173304562,0.2178792569659442,0.2426327464573241,0.6758476403851766,0.1556398091386664,0.4432248275014036,0.1676009821200171
matrix_minmax_optimized,TruckNonContainer,0.9992804827728492,0.1399999999999999,0.2071428571428571,0.9995562723031516,0.2225490196078431,0.2120809540324653,0.8592094379870272,0.1698549192962347,0.4311595102761982,0.1125963881515192
matrix_minmax_optimized,Vase,0.9991774619135004,0.0526315789473684,0.075187969924812,0.99951118702799,0.1470588235294117,0.0944840756690664,0.6652886867851728,0.0625026362411508,0.3573590164848214,0.0592598153736215
matrix_minmax_optimized,Violin,0.9992314833917888,0.095,0.1392857142857143,0.999533052755244,0.1504901960784313,0.1672235411604992,0.7988920813199252,0.1146078214242017,0.4163273815494494,0.0986703558943633
matrix_minmax_optimized,Wheel,0.99918384931856,0.0588235294117647,0.0840336134453781,0.9995143818840162,0.2352941176470588,0.1239096073985021,0.7116240858177223,0.0699066786530128,0.3777928774037235,0.0844477601689029
matrix_minmax_optimized,WheelChair,0.999551268826078,0.4149999999999999,0.5857142857142856,0.9996981595870056,0.5103878116343491,0.8022542143127976,0.8841985546994036,0.4923277965936973,0.6469076829788223,0.4555907108194668
matrix_minmax_optimized,__overall_by_query__,0.9993941771615876,0.2689089417555373,0.3620160943786866,0.9996227801328356,0.4064876640422885,1.2404647107957727,0.7301298475459727,0.3111283940061789,0.549019371527081,0.3004475668206013
matrix_minmax_optimized,__macro_by_class__,0.999345191920222,0.2179652078794833,0.298597025463949,0.9995964949560076,0.3266007780130069,0.6993270681297155,0.722694857114883,0.2544002588664206,0.5038735899010718,0.2483127548825683
matrix_rank_based_optimized,AircraftBuoyant,0.9992779038580566,0.15,0.2142857142857142,0.999561426139002,0.2171945701357465,0.1940965677634208,0.6880952380952381,0.1789312031676815,0.4367077793947719,0.2006370528230164
matrix_rank_based_optimized,Apartment,0.9991837174047596,0.0565217391304347,0.0807453416149068,0.9995131953884524,0.1529411764705882,0.1139456798749909,0.5825129501878085,0.0671556992161567,0.3768633154969324,0.0777440977785099
matrix_rank_based_optimized,AquaticAnimal,0.9993736921217836,0.2428571428571428,0.3469387755102041,0.9996093375691952,0.3636363636363636,0.541183469271875,0.8667484467276998,0.2899653963369984,0.5477332561858658,0.2850322852748669
matrix_rank_based_optimized,Bed,0.9993600470699708,0.2222222222222222,0.3245149911816578,0.9995986937397956,0.3558823529411764,0.4937257101991894,0.7789606279859287,0.2681336408834095,0.5246412246603118,0.2661791059578359
matrix_rank_based_optimized,Bicycle,0.9997559949850028,0.6499999999999999,0.8223443223443223,0.999819408919816,0.7235386732290757,1.6776236890286915,0.9583473657354252,0.7296945124794422,0.7889560397550939,0.7100272966548752
matrix_rank_based_optimized,Biplane,0.9993982532150472,0.2666666666666666,0.3809523809523809,0.999621622551296,0.3529411764705882,1.0240843127017,0.8905304613202648,0.3184357022778489,0.6057588695986628,0.294662506444838
matrix_rank_based_optimized,Bird,0.999273105877047,0.1441860465116279,0.2065337763012181,0.9995584268749764,0.2433823529411764,0.4662183656769283,0.6812617186506589,0.1722026281823108,0.4998234254120196,0.1794124083888069
matrix_rank_based_optimized,Bookset,0.9992263255622036,0.1,0.1428571428571428,0.9995356276765904,0.1809954751131221,0.1788671035002714,0.7380294719428845,0.1191435606918954,0.4177777881553176,0.1292924510100975
matrix_rank_based_optimized,Bottle,0.9994773399353551,0.3433333333333334,0.4857142857142857,0.999661180903537,0.4640522875816993,0.715194946274776,0.7605744262420285,0.4080515046725919,0.5768753319407242,0.4119044338286744
matrix_rank_based_optimized,BuildingNonResidential,0.9992066766875928,0.0738095238095238,0.1065759637188208,0.9995221178725202,0.1743697478991596,0.2374407872714309,0.564087891355899,0.0882868698310288,0.4311717559068551,0.090290675273047
matrix_rank_based_optimized,Bus,0.9992108520734476,0.075,0.1142857142857142,0.9995227329709636,0.2009803921568627,0.1423886819380395,0.6798017064994994,0.0921293822990264,0.3887677670848809,0.1057381515199641
matrix_rank_based_optimized,Car,0.9995189889263136,0.4033707865168539,0.5133761369716425,0.9996921584807452,0.4996490153078775,2.3907463646667537,0.7603179976614045,0.4534747545695862,0.6578728634429428,0.4315594541782512
matrix_rank_based_optimized,Cellphone,0.999275324943264,0.145,0.2071428571428571,0.9995588476238136,0.213235294117647,0.25483620903417,0.6931903269339602,0.1729540406987893,0.4553799512957918,0.1863755793813351
matrix_rank_based_optimized,Chess,0.9995124622987218,0.3785714285714285,0.5340136054421768,0.999679362347444,0.5027380321497968,1.441706235366584,0.8268981500332532,0.4493045449698113,0.6652698765940629,0.4549007765937786
matrix_rank_based_optimized,City,0.999285545087072,0.1555555555555555,0.2222222222222222,0.9995642936207906,0.2352941176470588,0.3569090956661209,0.7704490694951085,0.1855754610566106,0.4934401006164585,0.2324997057146076
matrix_rank_based_optimized,ClassicPiano,0.9992082731586548,0.075,0.1071428571428571,0.9995227324385424,0.1764705882352941,0.1250105140320248,0.7098754951895868,0.0892545447900618,0.38178015294899,0.0849029453330326
matrix_rank_based_optimized,Computer,0.9994451425749136,0.3272727272727272,0.4242424242424242,0.9996528927693996,0.3917351886991355,0.7781139389820917,0.7755977130977131,0.3715782894914537,0.5840076359385228,0.3888901463799057
matrix_rank_based_optimized,ComputerKeyboard,0.9994816381266762,0.345,0.4845238095238094,0.9996620429375632,0.4472131445170661,0.7392081146634195,0.8439771886291411,0.4083232255061116,0.6168302923398356,0.4082754471075615
matrix_rank_based_optimized,Cup,0.9992246062856752,0.0933333333333333,0.1357142857142857,0.9995321902774972,0.1745356037151702,0.193506605724659,0.6789022224768015,0.1121328238292563,0.4208649795252916,0.106429696817259
matrix_rank_based_optimized,DeskLamp,0.999261265698104,0.132258064516129,0.1904761904761904,0.9995522725328831,0.2419117647058823,0.3050653024885819,0.7480940446993759,0.1583351668195719,0.4572403451624273,0.1472970888545942
matrix_rank_based_optimized,DeskPhone,0.9992314833917888,0.105,0.15,0.9995382075228316,0.1900452488687783,0.1631621023777499,0.7527817683165731,0.1251223249394741,0.4128848916708348,0.1258602517336763
matrix_rank_based_optimized,Door,0.9993638676844784,0.2333333333333333,0.3333333333333333,0.9996044235763548,0.3034055727554179,0.5131992263743163,0.5880515629029412,0.2785772739606582,0.5213208745855599,0.3361511033015691
matrix_rank_based_optimized,Drum,0.9992701671136786,0.1399999999999999,0.2011904761904762,0.9995562676444671,0.2539592760180995,0.182325938112315,0.737040181097906,0.1674541490729237,0.4051031889554837,0.1147501675905189
matrix_rank_based_optimized,Fish,0.99966989890654,0.5349999999999999,0.75,0.9997600737670956,0.6241830065359476,1.1311431213188088,0.9712354708110226,0.6331170984694742,0.7563849340253989,0.5994247133918432
matrix_rank_based_optimized,FloorLamp,0.9991953785846917,0.068,0.0971428571428571,0.9995191177254892,0.1428571428571428,0.1158615327380152,0.6414504765851637,0.0808807509303415,0.3792924685039223,0.0812514122010216
matrix_rank_based_optimized,Glasses,0.9994733584528684,0.3421052631578947,0.4812030075187969,0.9996605462669648,0.474673202614379,0.6797725902512223,0.9231788303610065,0.4053895391210911,0.6281834494258167,0.4014892613069459
matrix_rank_based_optimized,Guitar,0.9992237466474108,0.095,0.1357142857142857,0.999533049161402,0.2483660130718954,0.204294865704864,0.8363806538679205,0.1131663982230033,0.4235229040808727,0.0926889016502326
matrix_rank_based_optimized,Gun,0.9992859073867234,0.1568965517241379,0.2245484400656814,0.999564984960696,0.2491450068399452,0.6458897945844607,0.7175858002002979,0.1873434553713759,0.5275607119211622,0.1726784955258391
matrix_rank_based_optimized,Hand,0.999542765377302,0.4054054054054054,0.5791505791505791,0.9996932087690648,0.4760991641796595,1.2043409443705966,0.8910401446844597,0.4838909376744799,0.6708720098302279,0.5075101979777035
matrix_rank_based_optimized,Hat,0.9992194484560898,0.0933333333333333,0.1333333333333333,0.9995321878816024,0.1830065359477124,0.1437229154875521,0.7889786372658846,0.1111718750284573,0.3959883181286781,0.1083595712950427
matrix_rank_based_optimized,Helicopter,0.9995529881026064,0.4215686274509804,0.5840336134453782,0.9997015475648576,0.5420676851976488,1.813170610905869,0.9073765576611876,0.4955909290314197,0.6831795853846234,0.4543187873947685
matrix_rank_based_optimized,House,0.9992050214834814,0.0782608695652174,0.1118012422360248,0.9995244115325213,0.1841432225063938,0.2469902128880892,0.5367111385778682,0.093149629954026,0.4365514714541559,0.0887513484823708
matrix_rank_based_optimized,HumanHead,0.9998412197559032,0.7607843137254902,0.9014939309056956,0.9998765703393956,0.8372746818025456,4.030847388161607,0.9606520614110746,0.825887430200249,0.8479604968027988,0.7594847134844663
matrix_rank_based_optimized,Humanoid,0.9996967050912864,0.5901408450704225,0.7429577464788732,0.9997885244361489,0.6937067115403376,6.334063256968656,0.8441166154512266,0.6603994391307956,0.7700714371710983,0.6065509319408307
matrix_rank_based_optimized,Insect,0.999371538302836,0.24,0.3435897435897436,0.9996078636989868,0.3339572192513368,1.1755970910210252,0.8009793672404292,0.2868441433232079,0.59659127272666,0.271172620564744
matrix_rank_based_optimized,Jet,0.999651285869341,0.5391304347826087,0.6915113871635611,0.9997622048980812,0.6254568309318187,6.4961368144807885,0.875704147291635,0.6088448285361061,0.7752477129017481,0.5676182386753112
matrix_rank_based_optimized,Knife,0.9992306237535246,0.1041666666666666,0.1488095238095238,0.999537777548458,0.2100840336134453,0.2512527216573986,0.8190904806503129,0.1241258642315443,0.4524996188530727,0.1371451907480751
matrix_rank_based_optimized,MilitaryVehicle,0.9994274809160306,0.29,0.4226190476190476,0.9996336635641232,0.4044117647058823,0.5910383674173267,0.9207544294980629,0.3496919140092465,0.5891154128395921,0.328780765179272
matrix_rank_based_optimized,Monitor,0.9992160099030328,0.09,0.1285714285714285,0.9995304679841082,0.1764705882352941,0.1000744313699129,0.523144399460189,0.1071860321967382,0.3537459247795264,0.0952126248183946
matrix_rank_based_optimized,Monoplane,0.999342376727873,0.21,0.3035714285714285,0.9995923852256328,0.291955017301038,0.3587718551770673,0.9197324887902136,0.2521145937824503,0.511574664252836,0.2149878383094511
matrix_rank_based_optimized,Motorcycle,0.9994227198425673,0.2884615384615384,0.4166666666666666,0.9996328685468546,0.3544117647058823,0.5931179487151385,0.8793832121444061,0.3463400322446671,0.5782856680625051,0.353948399630951
matrix_rank_based_optimized,Mug,0.999416768500738,0.2846153846153846,0.4065934065934066,0.9996308835378028,0.4352941176470588,0.6365964822793428,0.8656257175660161,0.3398979329101823,0.5671082592470112,0.3156422008109913
matrix_rank_based_optimized,MultiSeat,0.9993673062375352,0.2355555555555555,0.335978835978836,0.9996055709437246,0.3277648778809769,0.694486484052349,0.69454490580692,0.2809269873084968,0.5361284752642603,0.2622900050866006
matrix_rank_based_optimized,Musical_Instrument,0.9992754477487302,0.1428571428571428,0.2074829931972789,0.9995577427994096,0.2367647058823529,0.1949085093303558,0.5946854621037492,0.1717613698830568,0.4126813364408145,0.1537381299928665
matrix_rank_based_optimized,NonWheelChair,0.999516023657245,0.3866666666666666,0.5337301587301587,0.9996835387279144,0.5167194239369162,2.058558438952042,0.88212843247661,0.4537306671898278,0.6747714091039779,0.3979939443203314
matrix_rank_based_optimized,PianoBoard,0.9993062719207758,0.175,0.2523809523809524,0.99957432643505,0.2582720588235294,0.2411402131124747,0.6476002350790127,0.209784371427687,0.4432054427303089,0.223870631521995
matrix_rank_based_optimized,PlantIndoors,0.99941893826078,0.28125,0.4047619047619047,0.9996291497649292,0.3859477124183006,1.202696950337701,0.7739591273184365,0.3370073756205555,0.5990336648691991,0.3387490698122706
matrix_rank_based_optimized,PlantWildNonTree,0.9992045039754964,0.0769230769230769,0.1098901098901098,0.9995237217178256,0.1809954751131221,0.2037238397150551,0.7711889271590764,0.0915504963020607,0.4294164843830131,0.0938710103750255
matrix_rank_based_optimized,Quadruped,0.9995973273393924,0.4859649122807017,0.6157059314954052,0.999734772954764,0.5930082559339526,2.267123525521775,0.8599250383413385,0.5456819294173765,0.6941094305001331,0.5152571646043367
matrix_rank_based_optimized,RectangleTable,0.9994335129540202,0.3033898305084745,0.423728813559322,0.9996405708452308,0.4529546372324673,1.460103818746375,0.7751198940466073,0.3580400384957993,0.6109324787593555,0.3144892630536285
matrix_rank_based_optimized,Rocket,0.9992724745637565,0.1421052631578947,0.2080200501253132,0.9995573535382336,0.267156862745098,0.2009580417016321,0.7512673788646896,0.171509040951019,0.4221762783077328,0.1597870276075854
matrix_rank_based_optimized,RoundTable,0.9993409439974328,0.2111111111111111,0.3015873015873016,0.9995929575930608,0.3438914027149321,0.63102618199401,0.8325545511015952,0.2520049884158644,0.5449753798509351,0.2426874678978816
matrix_rank_based_optimized,Shelf,0.9992623104197752,0.1348837209302325,0.1926910299003322,0.9995536266038544,0.2527233115468409,0.3697530843435022,0.624264051399071,0.1608558693959322,0.471722587344588,0.1503346999924632
matrix_rank_based_optimized,Ship,0.9993020291899878,0.1693548387096774,0.2442396313364055,0.9995714145298168,0.3099264705882353,0.6478065091996974,0.6441244589380496,0.2030042404562795,0.52124929964395,0.20405864078181
matrix_rank_based_optimized,Sign,0.9991919400316348,0.0666666666666666,0.0952380952380952,0.9995184287016492,0.1176470588235294,0.0550661005502297,0.4965234893188783,0.0792851323747047,0.3001092245444388,0.1041933689115138
matrix_rank_based_optimized,Skyscraper,0.9992082731586548,0.08,0.1142857142857142,0.9995253096226784,0.1568627450980392,0.108627664580283,0.5254298898611293,0.0952301054802675,0.3649220488329948,0.1140577187705458
matrix_rank_based_optimized,Spoon,0.9992154669736028,0.0894736842105263,0.1278195488721804,0.999530196421346,0.1666666666666666,0.1557385766786359,0.8007453178902886,0.10655668859173,0.408644413154887,0.1143948696783912
matrix_rank_based_optimized,Starship,0.9992013683222746,0.0709677419354838,0.1021505376344086,0.9995206504145788,0.1853991596638655,0.1426306950957004,0.6261973366212347,0.0847402056787115,0.3950512115400162,0.0687432317289438
matrix_rank_based_optimized,SubmachineGun,0.99925211471013,0.125,0.1785714285714285,0.9995485269077962,0.2262443438914027,0.2423093562208706,0.8752165774237082,0.1490373819297885,0.4503058338660614,0.1211242906034495
matrix_rank_based_optimized,Sword,0.9995261244068496,0.3999999999999999,0.5416666666666666,0.9996904183400476,0.5247104689829148,1.621114245649368,0.9022233597436126,0.4647049347481622,0.6690096842461886,0.4366455868226974
