class,class_size,tp,fp,fn,tn,P,N_total,AP,ROC_AUC,TP,FP,FN,TN,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,TS,ACC,F1,F0_5,F2,MCC,BM,MK,LR+,LR-,ROC_AUC_micro,ROC_AUC_macro
PlantWildNonTree,207,0.7692307692307693,9.23076923076923,6.1923076923076925,19371.80769230769,6.961538461538462,19388.0,0.20372383971505512,0.7711889271590764,0.7692307692307693,9.23076923076923,6.1923076923076925,19371.80769230769,0.10989010989010987,0.9995237217178256,0.07692307692307693,0.9996804465015838,0.8901098901098901,0.0004762782821743992,0.9230769230769231,0.00031955349841612617,0.0510989010989011,0.9992045039754964,0.18099547511312217,0.1636661211129296,0.2024291497975708,0.09155049630206072,0.10941383160793548,0.07660352342466083,265.7999520320949,0.8905404513222493,0.7554664301765335,
Quadruped,452,4.859649122807017,5.140350877192983,2.6666666666666665,19375.333333333332,6.9298245614035086,19388.0,2.267123525521775,0.8599250383413385,4.859649122807017,5.140350877192983,2.6666666666666665,19375.333333333332,0.6157059314954052,0.9997347729547641,0.48596491228070177,0.9998623868992328,0.3842940685045948,0.000265227045235875,0.5140350877192983,0.000137613100767193,0.4510191562823142,0.9995973273393924,0.5930082559339526,0.5548557429091325,0.63878285868123,0.5456819294173765,0.6154407044501693,0.48582729917993456,5896.718484161342,0.3844561707824004,0.8470534652095508,
RectangleTable,471,3.0338983050847457,6.966101694915254,4.016949152542373,19373.98305084746,6.983050847457627,19388.0,1.460103818746375,0.7751198940466073,3.0338983050847457,6.966101694915254,4.016949152542373,19373.98305084746,0.423728813559322,0.9996405708452308,0.30338983050847457,0.9997927056893104,0.576271186440678,0.0003594291547692369,0.6966101694915254,0.0002072943106895641,0.2595685388058269,0.9994335129540202,0.45295463723246737,0.41226944061620946,0.5030593970749179,0.3580400384957993,0.4233693844045528,0.303182536197785,2318.553508974211,0.5765246635418152,0.7689537304015577,
Rocket,151,1.4210526315789473,8.578947368421053,5.526315789473684,19372.473684210527,6.947368421052632,19388.0,0.20095804170163212,0.7512673788646896,1.4210526315789473,8.578947368421053,5.526315789473684,19372.473684210527,0.20802005012531327,0.9995573535382335,0.14210526315789473,0.9997148149556468,0.7919799498746867,0.0004426464617664715,0.8578947368421053,0.0002851850443530645,0.10231588586851745,0.9992724745637563,0.26715686274509803,0.24013259327782918,0.30121259029927755,0.17150904095101902,0.20757740366354682,0.1418200781135417,577.688715837212,0.7923463441246849,0.7434788660765146,
RoundTable,288,2.111111111111111,7.888888888888889,4.888888888888889,19373.11111111111,7.0,19388.0,0.63102618199401,0.8325545511015952,2.111111111111111,7.888888888888889,4.888888888888889,19373.11111111111,0.3015873015873016,0.9995929575930609,0.2111111111111111,0.9997477093152602,0.6984126984126984,0.0004070424069392131,0.7888888888888889,0.0002522906847398539,0.16577727827727828,0.9993409439974327,0.3438914027149321,0.3109656301145663,0.38461538461538464,0.25200498841586444,0.3011802591803624,0.21085882042637127,1078.248189090451,0.6987269298272434,0.8229526540933702,
Shelf,344,1.3488372093023255,8.651162790697674,5.651162790697675,19372.3488372093,7.0,19388.0,0.36975308434350224,0.624264051399071,1.3488372093023255,8.651162790697674,5.651162790697675,19372.3488372093,0.1926910299003322,0.9995536266038545,0.13488372093023254,0.999708372237037,0.8073089700996678,0.00044637339614558976,0.8651162790697675,0.00029162776296303404,0.09676263658821797,0.9992623104197753,0.25272331154684097,0.2285263987391647,0.28265107212475626,0.16085586939593224,0.19224465650418665,0.13459209316726953,554.7137979222697,0.8076848970496656,0.6134787877536596,
Ship,491,1.6935483870967742,8.306451612903226,5.225806451612903,19372.774193548386,6.919354838709677,19388.0,0.6478065091996974,0.6441244589380496,1.6935483870967742,8.306451612903226,5.225806451612903,19372.774193548386,0.24423963133640553,0.9995714145298169,0.1693548387096774,0.9997303227138191,0.7557603686635944,0.0004285854701831694,0.8306451612903226,0.0002696772861808702,0.12741008991008992,0.9993020291899878,0.3099264705882353,0.2796022201665125,0.34771671826625383,0.2030042404562795,0.2438110458662224,0.16908516142349655,770.7138407334261,0.7561067679308923,0.6456990173480424,
Sign,72,0.6666666666666666,9.333333333333334,6.333333333333333,19371.666666666668,7.0,19388.0,0.05506610055022978,0.49652348931887835,0.6666666666666666,9.333333333333334,6.333333333333333,19371.666666666668,0.09523809523809523,0.9995184287016493,0.06666666666666668,0.9996731688856779,0.9047619047619047,0.00048157129835061833,0.9333333333333333,0.0003268311143220834,0.041666666666666664,0.9991919400316347,0.1176470588235294,0.10638297872340426,0.13157894736842102,0.07928513237470478,0.09475652393974461,0.06633983555234464,205.08994708994706,0.9051994621929769,0.5032770179263935,
Skyscraper,159,0.8,9.2,6.15,19371.85,6.95,19388.0,0.10862766458028306,0.5254298898611293,0.8,9.2,6.15,19371.85,0.11428571428571428,0.9995253096226785,0.08,0.9996826297863557,0.8857142857142858,0.0004746903773215335,0.9200000000000002,0.0003173702136443389,0.05217261904761905,0.9992082731586549,0.1568627450980392,0.14184397163120568,0.17543859649122803,0.09523010548026752,0.11381102390839275,0.0796826297863557,266.98316326530613,0.886139796125341,0.5155219080579861,
Spoon,152,0.8947368421052632,9.105263157894736,6.105263157894737,19371.894736842107,7.0,19388.0,0.15573857667863597,0.8007453178902886,0.8947368421052632,9.105263157894736,6.105263157894737,19371.894736842107,0.12781954887218044,0.9995301964213459,0.08947368421052632,0.999684938427191,0.8721804511278194,0.0004698035786540806,0.9105263157894737,0.00031506157280909985,0.05917919799498747,0.9992154669736028,0.16666666666666666,0.15070921985815602,0.1864035087719298,0.10655668859173,0.12734974529352638,0.08915862263771726,307.0566595059076,0.8725965300860059,0.7951505032680263,
Starship,245,0.7096774193548387,9.290322580645162,6.193548387096774,19371.8064516129,6.903225806451613,19388.0,0.1426306950957004,0.6261973366212347,0.7096774193548387,9.290322580645162,6.193548387096774,19371.8064516129,0.1021505376344086,0.9995206504145789,0.07096774193548387,0.9996803824756375,0.8978494623655914,0.00047934958542100785,0.9290322580645162,0.00031961752436251284,0.04696620583717358,0.9992013683222746,0.18539915966386555,0.16733844324038588,0.2078726227333038,0.08474020567871157,0.10167118804898759,0.07064812441112137,243.367700485212,0.8982858697548336,0.6070825769618357,
SubmachineGun,160,1.25,8.75,5.75,19372.25,7.0,19388.0,0.2423093562208706,0.8752165774237082,1.25,8.75,5.75,19372.25,0.17857142857142855,0.9995485269077962,0.125,0.9997032717514708,0.8214285714285714,0.0004514730922037046,0.875,0.00029672824852926,0.08639423076923078,0.99925211471013,0.22624434389140274,0.20458265139116202,0.2530364372469635,0.1490373819297885,0.17811995547922488,0.12470327175147075,469.143253968254,0.8218105687638181,0.8777194070784903,
Sword,383,4.0,6.0,3.1875,19374.8125,6.979166666666667,19388.0,1.621114245649368,0.9022233597436126,4.0,6.0,3.1875,19374.8125,0.5416666666666666,0.9996904183400477,0.39999999999999997,0.9998355093404893,0.4583333333333333,0.00030958165995231634,0.6,0.0001644906595107854,0.3436077811077811,0.9995261244068496,0.5247104689829148,0.4817560256118658,0.5771156670143267,0.46470493474816227,0.5413570850067144,0.3998355093404892,3567.370441232048,0.4585155342903053,0.8948110980357974,
Tool,344,4.0,6.0,3.6744186046511627,19374.325581395347,7.0,19388.0,1.0696597281380718,0.7761636576755284,4.0,6.0,3.6744186046511627,19374.325581395347,0.47508305647840526,0.9996904175842133,0.39999999999999997,0.9998103819483615,0.5249169435215947,0.0003095824157866456,0.6,0.00018961805163851599,0.37563967040711227,0.9995010099750025,0.599154432570991,0.5711414284313588,0.6326545676955362,0.43448236012677066,0.4747734740626187,0.3998103819483615,3635.239703989704,0.5251628751159448,0.7555394992153112,
Train,237,0.8333333333333334,9.166666666666666,6.066666666666666,19371.933333333334,6.9,19388.0,0.15695448074478968,0.6031241646618551,0.8333333333333334,9.166666666666666,6.066666666666666,19371.933333333334,0.12063492063492062,0.9995270306737516,0.08333333333333333,0.9996869301957546,0.8793650793650793,0.0004729693262484631,0.9166666666666666,0.0003130698042453641,0.055853174603174606,0.9992142906265044,0.19705882352941176,0.17761332099907493,0.22136222910216713,0.09985604691962374,0.12016195130867217,0.08302026352908799,293.17014361300073,0.8797882134791718,0.5953855443540689,
Tree,368,3.5217391304347827,6.478260869565218,3.652173913043478,19374.347826086956,7.0,19388.0,1.2125663832380285,0.8149394923497004,3.5217391304347827,6.478260869565218,3.652173913043478,19374.347826086956,0.4782608695652174,0.9996657410821312,0.3521739130434782,0.9998115298837319,0.5217391304347826,0.0003342589178687419,0.6478260869565218,0.0001884701162681122,0.30651640026640026,0.9994774894376621,0.5476436188510492,0.5023924463402382,0.6028658603029312,0.4097064511299191,0.4779266106473487,0.3519854429272101,3111.0686926944686,0.5219654914355751,0.8099094887811292,
Truck,214,1.2962962962962963,8.703703703703704,5.62962962962963,19372.37037037037,6.925925925925926,19388.0,0.2058819425422369,0.6376679298703356,1.2962962962962963,8.703703703703704,5.62962962962963,19372.37037037037,0.18518518518518517,0.9995509176262457,0.12962962962962962,0.999709483453936,0.8148148148148148,0.00044908237375426035,0.8703703703703703,0.00029051654606407416,0.08912800162800164,0.9992607110927721,0.21671826625386995,0.1959686450167973,0.24238227146814398,0.15457564775708194,0.1847361028114309,0.12933911308356555,480.98475686570924,0.8151911824786069,0.6268212192832375,
TruckNonContainer,155,1.05,8.95,5.7,19372.3,6.75,19388.0,0.1758863192008933,0.8364546602237605,1.05,8.95,5.7,19372.3,0.15714285714285714,0.9995382133794634,0.10500000000000001,0.9997058519971102,0.8428571428571429,0.00046178662053671224,0.8950000000000001,0.00029414800288987507,0.06901785714285714,0.999244377965752,0.15716911764705882,0.14049491211840887,0.17850232198142413,0.1280035695631845,0.15668107052232044,0.10470585199711016,358.2722883597884,0.8432499501619504,0.8298776174306733,
Vase,152,0.6842105263157895,9.31578947368421,6.315789473684211,19371.684210526317,7.0,19388.0,0.11263592787671789,0.7013422007547462,0.6842105263157895,9.31578947368421,6.315789473684211,19371.684210526317,0.09774436090225563,0.9995193339108567,0.06842105263157895,0.999674074235025,0.9022556390977443,0.0004806660891431923,0.9315789473684211,0.0003259257649749308,0.04320175438596491,0.9991937497964015,0.12745098039215685,0.11524822695035462,0.14254385964912278,0.08138294439139902,0.09726369481311244,0.06809512686660407,214.5348788638262,0.9026919029056802,0.6854482270819233,
Violin,156,1.5,8.5,5.3,19372.7,6.8,19388.0,0.2504463051953153,0.7980518915153889,1.5,8.5,5.3,19372.7,0.21785714285714283,0.9995614310638968,0.15,0.9997264939622251,0.7821428571428571,0.00043856893610308916,0.85,0.00027350603777479617,0.11166437728937728,0.9992882195172271,0.2959558823529412,0.26653561517113783,0.33281733746130027,0.1803742281475664,0.21741857392103978,0.14972649396222523,661.5096466364323,0.7825063536565999,0.7889836641852771,
Wheel,136,0.9411764705882353,9.058823529411764,6.0588235294117645,19371.941176470587,7.0,19388.0,0.14408656787627097,0.7349661054012683,0.9411764705882353,9.058823529411764,6.0588235294117645,19371.941176470587,0.13445378151260504,0.9995325925633656,0.09411764705882353,0.9996873349401687,0.8655462184873949,0.00046740743663442364,0.9058823529411765,0.00031266505983134295,0.06235994397759104,0.9992202575273972,0.18823529411764706,0.1702127659574468,0.21052631578947362,0.11210972040062653,0.1339863740759706,0.0938049819989922,323.1459250366813,0.8659574566367798,0.7285106421750857,
WheelChair,157,3.0,7.0,3.85,19374.15,6.85,19388.0,0.6047143588592041,0.9462115275782509,3.0,7.0,3.85,19374.15,0.43809523809523804,0.9996388244545529,0.3,0.9998013210857672,0.5619047619047619,0.0003611755454471395,0.7,0.00019867891423263495,0.26136946386946386,0.9994403754899939,0.4745098039215686,0.4267653407338884,0.5345717234262126,0.36212991690480323,0.43773406254979097,0.2998013210857674,1949.6474206349205,0.5621569655997674,0.9398624896608768,
__overall_by_shape__,19389,,,,,,,1.516762688489686,0.7755683897764559,2.8511074651353567,7.148892534864643,4.280557834290402,19373.71944216571,0.38385288487831554,0.9996311397505662,0.28511074651353563,0.9997791021862789,0.6161471151216844,0.0003688602494337204,0.7148892534864644,0.00022089781372125098,0.24431707545940526,0.9994104884274213,0.41946286962685825,0.38592860599019824,0.46065582509607933,0.32993940355072554,0.38348402462888187,0.28488984869981443,2114.5652836088857,0.6164230360263117,0.7932808186511315,0.7626647350481206
__weighted_by_class__,19389,,,,,,,1.5167626884896863,0.7755683897764563,2.8511074651353567,7.148892534864643,4.280557834290402,19373.71944216571,0.38385288487831565,0.9996311397505665,0.28511074651353585,0.9997791021862785,0.6161471151216844,0.00036886024943372063,0.7148892534864644,0.00022089781372125103,0.2443170754594052,0.9994104884274216,0.3909313301688973,0.3590666333913125,0.43012370800426364,0.32993940355072554,0.38348402462888204,0.28488984869981454,2206.0899738224043,0.6164230360263113,0.7932808186511315,0.7626647350481206
